ACCESSION_NUMBER	ID	ISEDGARFILER	COISSUERCIK	NAMEOFCOISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	COISSUERWEBSITE
0001670254-23-000310	1			Aptdeco I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000308	1			Argo  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000308	2			Argo  I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000303	1			Tech snd Flow I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000303	2			Tech snd Flow I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000305	2			Lookyloo  I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000307	1			Lookyloo  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000307	2			Lookyloo  I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000301	1			Dokkaebier II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000299	2			Mav Farm I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000299	1			Mav Farm I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000305	1			Lookyloo  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000297	1			Substack I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000296	2			Beyond Imagination I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000296	1			Beyond Imagination I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000294	1			Links Golf Cafe I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000294	2			Links Golf Cafe I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000292	1			Native I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000295	2			Expert DOJO II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000295	1			Expert DOJO II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-23-000056	1			Virtuix Series B CF SPV, LLC	Limited Liability Company		DE	03-MAR-2023	1826 Kramer Lane STE H		Austin	TX	78758	https://www.virtuix.com/
0001670254-23-000286	2			Lover I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000287	2			Vero Building Systems I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000289	2			Snapify I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000287	1			Vero Building Systems I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000286	1			Lover I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000289	1			Snapify I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000285	2			Daniel House Club I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000285	1			Daniel House Club I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000276	2			Hive Social I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000283	2			Team Wildfire I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000279	1			Kingpool I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000279	2			Kingpool I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000281	1			End Spam I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000283	1			Team Wildfire I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000276	1			Hive Social I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000274	1			Onekin I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000278	1			Tucson Tamale Company II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
